
SetupTitle, ZnO IV
DataValue, 0, 6.469E-11, 1.3099999999999999E-10, 6.469E-15, 1.3099999999999998E-14, 6.469E-11, -23.461414485872655
DataValue, 0.01, 1.2971299999999999E-08, -1.2903E-08, 1.2971299999999997E-12, -1.2903E-12, 1.2971299999999999E-08, -18.160526612337872
DataValue, 0.02, 3.0564599999999994E-08, -3.0945E-08, 3.0564599999999989E-12, -3.0944999999999994E-12, 3.0564599999999994E-08, -17.303423360415415
DataValue, 0.03, 5.5772799999999995E-08, -5.5913E-08, 5.5772799999999986E-12, -5.5912999999999986E-12, 5.5772799999999995E-08, -16.701979541601187
DataValue, 0.04, 9.1467699999999993E-08, -9.162E-08, 9.1467699999999986E-12, -9.1619999999999983E-12, 9.1467699999999993E-08, -16.207279932450511
DataValue, 0.05, 1.42238E-07, -1.41852E-07, 1.4223799999999998E-11, -1.4185199999999998E-11, 1.42238E-07, -15.765764126022077
DataValue, 0.06, 2.13569E-07, -2.13343E-07, 2.13569E-11, -2.13343E-11, 2.13569E-07, -15.359305871479048
DataValue, 0.07, 3.14719E-07, -3.14965E-07, 3.14719E-11, -3.14965E-11, 3.14719E-07, -14.971585659738265
DataValue, 0.08, 4.55259E-07, -4.5521E-07, 4.5525899999999989E-11, -4.5520999999999991E-11, 4.55259E-07, -14.60239934917661
DataValue, 0.09, 6.5649099999999995E-07, -6.56078E-07, 6.5649099999999985E-11, -6.560779999999999E-11, 6.5649099999999995E-07, -14.236356852360744
DataValue, 0.1, 9.36898E-07, -9.362600000000001E-07, 9.36898E-11, -9.3626000000000008E-11, 9.36898E-07, -13.880691418691088
DataValue, 0.11, 1.3353100000000002E-06, -1.3351400000000002E-06, 1.33531E-10, -1.33514E-10, 1.3353100000000002E-06, -13.526347083330741
DataValue, 0.12, 1.8967900000000001E-06, -1.8960200000000003E-06, 1.8967899999999998E-10, -1.8960200000000004E-10, 1.8967900000000001E-06, -13.175347574246228
DataValue, 0.13, 2.6883500000000003E-06, -2.68761E-06, 2.68835E-10, -2.6876099999999997E-10, 2.6883500000000003E-06, -12.826582935446407
DataValue, 0.14, 3.7763500000000003E-06, -3.7745600000000004E-06, 3.7763499999999996E-10, -3.77456E-10, 3.7763500000000003E-06, -12.486752623298569
DataValue, 0.15, 5.3325900000000006E-06, -5.3303500000000006E-06, 5.33259E-10, -5.3303499999999991E-10, 5.3325900000000006E-06, -12.1416735091062
DataValue, 0.16, 7.52336E-06, -7.5222500000000007E-06, 7.5233599999999987E-10, -7.5222499999999985E-10, 7.52336E-06, -11.797497711281087
DataValue, 0.17, 1.061839E-05, -1.0616480000000001E-05, 1.061839E-09, -1.061648E-09, 1.061839E-05, -11.452923154396332
DataValue, 0.18, 1.50118E-05, -1.4989E-05, 1.5011799999999998E-09, -1.4988999999999999E-09, 1.50118E-05, -11.10667399945544
DataValue, 0.19, 2.11979E-05, -2.11928E-05, 2.1197899999999994E-09, -2.1192799999999997E-09, 2.11979E-05, -10.761608437796511
DataValue, 0.2, 2.9812200000000002E-05, -2.97988E-05, 2.9812199999999998E-09, -2.9798799999999994E-09, 2.9812200000000002E-05, -10.420592852259427
DataValue, 0.21, 4.22447E-05, -4.22325E-05, 4.2244699999999996E-09, -4.2232499999999986E-09, 4.22447E-05, -10.072031655816803
DataValue, 0.22, 5.9980200000000006E-05, -5.99633E-05, 5.99802E-09, -5.9963299999999989E-09, 5.9980200000000006E-05, -9.7214960502041556
DataValue, 0.23, 8.52866E-05, -8.52585E-05, 8.5286599999999973E-09, -8.5258499999999982E-09, 8.52866E-05, -9.36949320842128
DataValue, 0.24, 0.000121423, -0.00012137400000000001, 1.2142299999999999E-08, -1.21374E-08, 0.000121423, -9.0162302409407946
DataValue, 0.25, 0.000171917, -0.000171835, 1.7191699999999996E-08, -1.71835E-08, 0.000171917, -8.6684987557590052
DataValue, 0.26, 0.000245188, -0.000245052, 2.45188E-08, -2.45052E-08, 0.000245188, -8.31348529474091
DataValue, 0.27, 0.000350025, -0.000349871, 3.50025E-08, -3.49871E-08, 0.000350025, -7.9575059774602854
DataValue, 0.28, 0.000499374, -0.000499125, 4.9937399999999994E-08, -4.99125E-08, 0.000499374, -7.6021552439488689
DataValue, 0.29, 0.000712072, -0.000711686, 7.12072E-08, -7.1168599999999985E-08, 0.000712072, -7.2473315280694388
DataValue, 0.3, 0.001013332, -0.001012824, 1.0133319999999998E-07, -1.0128239999999999E-07, 0.001013332, -6.8945113680224557
DataValue, 0.31, 0.00142814, -0.00142765, 1.42814E-07, -1.4276499999999997E-07, 0.00142814, -6.5513823806545881
DataValue, 0.32, 0.00202091, -0.00201959, 2.0209099999999998E-07, -2.0195899999999996E-07, 0.00202091, -6.2042073739619488
DataValue, 0.33, 0.0028423800000000003, -0.00284074, 2.84238E-07, -2.84074E-07, 0.0028423800000000003, -5.8631135495895572
DataValue, 0.34, 0.00397033, -0.00396893, 3.9703299999999993E-07, -3.9689299999999993E-07, 0.00397033, -5.5289060643119061
DataValue, 0.35000000000000003, 0.0054913900000000005, -0.00548841, 5.49139E-07, -5.488409999999999E-07, 0.0054913900000000005, -5.204573867893429
DataValue, 0.36, 0.00750566, -0.0075025000000000005, 7.5056599999999987E-07, -7.5025E-07, 0.00750566, -4.8920978763909089
DataValue, 0.37, 0.01006089, -0.01005862, 1.006089E-06, -1.005862E-06, 0.01006089, -4.5990996490388207
DataValue, 0.38, 0.0133354, -0.0133369, 1.33354E-06, -1.33369E-06, 0.0133354, -4.3173331255475693
DataValue, 0.39, 0.0173525, -0.0173566, 1.7352499999999998E-06, -1.73566E-06, 0.0173525, -4.0540186907505351
DataValue, 0.4, 0.0221561, -0.022159400000000003, 2.21561E-06, -2.21594E-06, 0.0221561, -3.8096424253713836
DataValue, 0.41000000000000003, 0.027733100000000004, -0.027739600000000003, 2.77331E-06, -2.7739599999999998E-06, 0.027733100000000004, -3.5851286333200156
DataValue, 0.42, 0.034060700000000006, -0.0340738, 3.40607E-06, -3.40738E-06, 0.034060700000000006, -3.3796110519916667
DataValue, 0.43, 0.0409221, -0.0409414, 4.09221E-06, -4.09414E-06, 0.0409221, -3.1960850195674255
DataValue, 0.44, 0.048511300000000007, -0.048540200000000006, 4.85113E-06, -4.85402E-06, 0.048511300000000007, -3.0259585184858606
DataValue, 0.45, 0.0499964, -0.0499983, 4.99964E-06, -4.9998299999999995E-06, 0.0499964, -2.9958042761461154
DataValue, 0.46, 0.049996200000000005, -0.0499985, 4.99962E-06, -4.99985E-06, 0.049996200000000005, -2.9958082764421374
DataValue, 0.47000000000000003, 0.049996200000000005, -0.049998600000000004, 4.99962E-06, -4.99986E-06, 0.049996200000000005, -2.9958082764421374
DataValue, 0.48, 0.049996000000000006, -0.049998100000000004, 4.9995999999999995E-06, -4.99981E-06, 0.049996000000000006, -2.9958122767541617
DataValue, 0.49, 0.049996300000000007, -0.049998200000000007, 4.99963E-06, -4.99982E-06, 0.049996300000000007, -2.995806276292126
DataValue, 0.5, 0.049996000000000006, -0.0499983, 4.9995999999999995E-06, -4.9998299999999995E-06, 0.049996000000000006, -2.9958122767541617
DataValue, 0.51, 0.0499959, -0.049998700000000007, 4.99959E-06, -4.99987E-06, 0.0499959, -2.9958142769161746
DataValue, 0.52, 0.049996200000000005, -0.0499985, 4.99962E-06, -4.99985E-06, 0.049996200000000005, -2.9958082764421374
DataValue, 0.53, 0.049996000000000006, -0.0499985, 4.9995999999999995E-06, -4.99985E-06, 0.049996000000000006, -2.9958122767541617
DataValue, 0.54, 0.049996300000000007, -0.0499983, 4.99963E-06, -4.9998299999999995E-06, 0.049996300000000007, -2.995806276292126
DataValue, 0.55, 0.0499961, -0.0499988, 4.99961E-06, -4.99988E-06, 0.0499961, -2.9958102765961492
DataValue, 0.56, 0.049996000000000006, -0.049998100000000004, 4.9995999999999995E-06, -4.99981E-06, 0.049996000000000006, -2.9958122767541617
DataValue, 0.57000000000000006, 0.0499961, -0.049998100000000004, 4.99961E-06, -4.99981E-06, 0.0499961, -2.9958102765961492
DataValue, 0.58, 0.0499961, -0.049998600000000004, 4.99961E-06, -4.99986E-06, 0.0499961, -2.9958102765961492
DataValue, 0.59, 0.049996700000000005, -0.0499983, 4.99967E-06, -4.9998299999999995E-06, 0.049996700000000005, -2.9957982757320867
DataValue, 0.6, 0.049995800000000007, -0.049998100000000004, 4.99958E-06, -4.99981E-06, 0.049995800000000007, -2.9958162770821883
DataValue, 0.61, 0.049995800000000007, -0.049998100000000004, 4.99958E-06, -4.99981E-06, 0.049995800000000007, -2.9958162770821883
DataValue, 0.62, 0.049995800000000007, -0.049998100000000004, 4.99958E-06, -4.99981E-06, 0.049995800000000007, -2.9958162770821883
DataValue, 0.63, 0.049996300000000007, -0.049998200000000007, 4.99963E-06, -4.99982E-06, 0.049996300000000007, -2.995806276292126
DataValue, 0.64, 0.049995800000000007, -0.049998600000000004, 4.99958E-06, -4.99986E-06, 0.049995800000000007, -2.9958162770821883
DataValue, 0.65, 0.049996700000000005, -0.049998200000000007, 4.99967E-06, -4.99982E-06, 0.049996700000000005, -2.9957982757320867
DataValue, 0.66, 0.049996200000000005, -0.049998400000000005, 4.99962E-06, -4.99984E-06, 0.049996200000000005, -2.9958082764421374
DataValue, 0.67, 0.049996200000000005, -0.049998600000000004, 4.99962E-06, -4.99986E-06, 0.049996200000000005, -2.9958082764421374
DataValue, 0.68, 0.0499961, -0.0499985, 4.99961E-06, -4.99985E-06, 0.0499961, -2.9958102765961492
DataValue, 0.69000000000000006, 0.049996000000000006, -0.049998200000000007, 4.9995999999999995E-06, -4.99982E-06, 0.049996000000000006, -2.9958122767541617
DataValue, 0.70000000000000007, 0.0499964, -0.0499985, 4.99964E-06, -4.99985E-06, 0.0499964, -2.9958042761461154
DataValue, 0.71, 0.0499961, -0.049998900000000006, 4.99961E-06, -4.9998899999999995E-06, 0.0499961, -2.9958102765961492
DataValue, 0.72, 0.049996300000000007, -0.049998400000000005, 4.99963E-06, -4.99984E-06, 0.049996300000000007, -2.995806276292126
DataValue, 0.73, 0.0499961, -0.0499985, 4.99961E-06, -4.99985E-06, 0.0499961, -2.9958102765961492
DataValue, 0.74, 0.0499959, -0.049999, 4.99959E-06, -4.9999E-06, 0.0499959, -2.9958142769161746
DataValue, 0.75, 0.049996200000000005, -0.049998900000000006, 4.99962E-06, -4.9998899999999995E-06, 0.049996200000000005, -2.9958082764421374
DataValue, 0.76, 0.0499959, -0.0499988, 4.99959E-06, -4.99988E-06, 0.0499959, -2.9958142769161746
DataValue, 0.77, 0.049996000000000006, -0.049998600000000004, 4.9995999999999995E-06, -4.99986E-06, 0.049996000000000006, -2.9958122767541617
DataValue, 0.78, 0.049996200000000005, -0.0499985, 4.99962E-06, -4.99985E-06, 0.049996200000000005, -2.9958082764421374
DataValue, 0.79, 0.049996200000000005, -0.049998700000000007, 4.99962E-06, -4.99987E-06, 0.049996200000000005, -2.9958082764421374
DataValue, 0.8, 0.049996000000000006, -0.049998600000000004, 4.9995999999999995E-06, -4.99986E-06, 0.049996000000000006, -2.9958122767541617
DataValue, 0.81, 0.049995700000000004, -0.049998400000000005, 4.99957E-06, -4.99984E-06, 0.049995700000000004, -2.9958182772522028
DataValue, 0.82000000000000006, 0.049995800000000007, -0.0499985, 4.99958E-06, -4.99985E-06, 0.049995800000000007, -2.9958162770821883
DataValue, 0.83000000000000007, 0.0499961, -0.049998900000000006, 4.99961E-06, -4.9998899999999995E-06, 0.0499961, -2.9958102765961492
DataValue, 0.84, 0.049996200000000005, -0.049998200000000007, 4.99962E-06, -4.99982E-06, 0.049996200000000005, -2.9958082764421374
DataValue, 0.85, 0.049995800000000007, -0.0499983, 4.99958E-06, -4.9998299999999995E-06, 0.049995800000000007, -2.9958162770821883
DataValue, 0.86, 0.049996300000000007, -0.0499988, 4.99963E-06, -4.99988E-06, 0.049996300000000007, -2.995806276292126
DataValue, 0.87, 0.049996200000000005, -0.0499983, 4.99962E-06, -4.9998299999999995E-06, 0.049996200000000005, -2.9958082764421374
DataValue, 0.88, 0.0499959, -0.0499985, 4.99959E-06, -4.99985E-06, 0.0499959, -2.9958142769161746
DataValue, 0.89, 0.0499964, -0.049998700000000007, 4.99964E-06, -4.99987E-06, 0.0499964, -2.9958042761461154
DataValue, 0.9, 0.0499961, -0.049998600000000004, 4.99961E-06, -4.99986E-06, 0.0499961, -2.9958102765961492
DataValue, 0.91, 0.0499959, -0.0499988, 4.99959E-06, -4.99988E-06, 0.0499959, -2.9958142769161746
DataValue, 0.92, 0.0499961, -0.0499988, 4.99961E-06, -4.99988E-06, 0.0499961, -2.9958102765961492
DataValue, 0.93, 0.0499964, -0.049998400000000005, 4.99964E-06, -4.99984E-06, 0.0499964, -2.9958042761461154
DataValue, 0.94000000000000006, 0.049996200000000005, -0.0499988, 4.99962E-06, -4.99988E-06, 0.049996200000000005, -2.9958082764421374
DataValue, 0.95000000000000007, 0.049996300000000007, -0.0499985, 4.99963E-06, -4.99985E-06, 0.049996300000000007, -2.995806276292126
DataValue, 0.96, 0.049996500000000006, -0.049998400000000005, 4.99965E-06, -4.99984E-06, 0.049996500000000006, -2.9958022760041052
DataValue, 0.97, 0.0499964, -0.049998700000000007, 4.99964E-06, -4.99987E-06, 0.0499964, -2.9958042761461154
DataValue, 0.98, 0.049996000000000006, -0.049998700000000007, 4.9995999999999995E-06, -4.99987E-06, 0.049996000000000006, -2.9958122767541617
DataValue, 0.99, 0.049996200000000005, -0.049998600000000004, 4.99962E-06, -4.99986E-06, 0.049996200000000005, -2.9958082764421374
DataValue, 1, 0.0499961, -0.049998600000000004, 4.99961E-06, -4.99986E-06, 0.0499961, -2.9958102765961492
SetupTitle, Junction IV Fwd
PrimitiveTest, I/V Sweep
TestParameter, Context.MainFrame, B1500A
TestParameter, Channel.UnitType, SMU, SMU
TestParameter, Channel.Unit, Anode, Cathode
TestParameter, Channel.IName, Ianode, Icathode
TestParameter, Channel.VName, Vanode, Vcathode
TestParameter, Channel.Mode, V, V
TestParameter, Channel.Func, VAR1, CONST
TestParameter, Channel.Index, 
TestParameter, Channel.Time, 
TestParameter, Measurement.Port.Unit, Anode, Cathode
TestParameter, Measurement.Port.SeriesResistor, NONE, NONE
TestParameter, Measurement.Port.Filter, OFF, OFF
TestParameter, Measurement.Primary.Locus, Single
TestParameter, Measurement.Primary.Scale, LINEAR
TestParameter, Measurement.Primary.Start, VanodeStart
TestParameter, Measurement.Primary.Stop, VanodeStop
TestParameter, Measurement.Primary.Step, VanodeStep
TestParameter, Measurement.Primary.Compliance, Imax
TestParameter, Measurement.Primary.PowerCompliance, 0
TestParameter, Measurement.Aborting.Condition, CONTINUE AT ANY
TestParameter, Measurement.PostOutput.Value, START
TestParameter, Measurement.PostOutput.Retention, OFF
TestParameter, Measurement.Bias.Source, -5, Vcathode
TestParameter, Measurement.Bias.Compliance, 0.049999999999999996, Imax
TestParameter, Measurement.Monitor.Unit, SMU:=Anode, SMU:=Cathode
TestParameter, Measurement.Monitor.Adc, HR ADC, HR ADC
TestParameter, Measurement.Monitor.Measurement, Compliance Side, Compliance Side
TestParameter, Measurement.Monitor.RangingMode, LIMITED, LIMITED
TestParameter, Measurement.Monitor.RangeBoundary, AnodeMinRng, AnodeMinRng
TestParameter, Measurement.Monitor.RangeRating, BY FULL RANGE, BY FULL RANGE
TestParameter, Measurement.Monitor.RangeRatingCoeff, 50, 50
TestParameter, Measurement.Timing.Hold, HoldTime
TestParameter, Measurement.Timing.Delay, DelayTime
TestParameter, Measurement.Adc.HighSpeed.Mode, AUTO
TestParameter, Measurement.Adc.HighSpeed.Coeff, 1
TestParameter, Measurement.Adc.HighResolution.AutoZero, ON
TestParameter, Measurement.Adc.HighResolution.Mode, IntegMode
TestParameter, Measurement.Adc.HighResolution.Coeff, AdcFactor
TestParameter, Measurement.WaitTime.Source.Coeff, 1
TestParameter, Measurement.WaitTime.Source.Offset, 0
TestParameter, Measurement.WaitTime.Monitor.Coeff, 1
TestParameter, Measurement.WaitTime.Monitor.Offset, 0
TestParameter, Function.User.Name, IanodePerrArea, IcatodePerArea, AbsIanode, LnIanode
TestParameter, Function.User.Unit, A/um2, A/um2, A, A
TestParameter, Function.User.Definition, Ianode/L/W*1E-12, Icathode/L/W*1E-12, abs(Ianode), log(AbsIanode)
TestParameter, Output.Graph.Enabled, true
TestParameter, Output.Graph.XAxis.Data, Vanode
TestParameter, Output.Graph.XAxis.Scale, Linear
TestParameter, Output.Graph.XAxis.Left, VanodeStart
TestParameter, Output.Graph.XAxis.Right, VanodeStop
TestParameter, Output.Graph.YAxis.Data, Ianode, AbsIanode, LnIanode
TestParameter, Output.Graph.YAxis.Scale, Linear, Log, Linear
TestParameter, Output.Graph.YAxis.Bottom, -Imax, 0, 0
TestParameter, Output.Graph.YAxis.Top, Imax, Imax, Imax
TestParameter, Output.Graph.YAxis.Group, , , 
TestParameter, Output.List.Data, Vanode, Ianode
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, False
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, False
TestParameter, AutoAnalysis.Line2.YAxis, 1
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, false
MetaData, TestRecord.RecordTime, 12/11/2013 17:17:30
MetaData, TestRecord.TestTarget, 13A281-1
MetaData, TestRecord.IterationIndex, 7
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, CRR3G1FPb1 IV
MetaData, TestRecord.LinkKey, 1c9fdf26-e457-423d-9b47-55df19773251
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, Vanode
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, -5
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, Ianode, AbsIanode, LnIanode
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, , , 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A, A, A
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Linear, Log, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, -3.4E-05, 1E-11, -24
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 0.05, 0.1, -2.9
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, 0.00067953791421833149
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, 0.00067953791421833149
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, 0.00067953791421833149
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, 0.00067953791421833149
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, 0.00067953791421833149
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
